epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202018,2020-05-01,47,CE,,23,state,8000,87.07859,139,539,47,0.0674,9187103,False,False
202018,2020-04-30,46,CE,,23,state,7861,85.5656,452,492,42,0.0626,9187103,False,False
202018,2020-04-29,45,CE,,23,state,7409,80.64566,424,450,33,0.0607,9187103,False,False
202018,2020-04-28,44,CE,,23,state,6985,76.0305,202,417,20,0.0597,9187103,False,False
202018,2020-04-27,43,CE,,23,state,6783,73.83176,523,397,21,0.0585,9187103,False,False
202018,2020-04-26,42,CE,,23,state,6260,68.139,593,376,50,0.0601,9187103,False,False
202017,2020-04-25,41,CE,,23,state,5667,61.6843,546,326,33,0.0575,9187103,False,False
202017,2020-04-24,40,CE,,23,state,5121,55.74118,419,293,22,0.0572,9187103,False,False
202017,2020-04-23,39,CE,,23,state,4702,51.18044,586,271,32,0.0576,9187103,False,False
202017,2020-04-22,38,CE,,23,state,4116,44.80194,434,239,18,0.0581,9187103,False,False
202017,2020-04-21,37,CE,,23,state,3682,40.07792,197,221,15,0.06,9187103,False,False
202017,2020-04-20,36,CE,,23,state,3485,37.93361,179,206,17,0.0591,9187103,False,False
202017,2020-04-19,35,CE,,23,state,3306,35.98523,244,189,9,0.0572,9187103,False,False
202016,2020-04-18,34,CE,,23,state,3062,33.32933,315,180,25,0.0588,9187103,False,False
202016,2020-04-17,33,CE,,23,state,2747,29.90061,335,155,20,0.0564,9187103,False,False
202016,2020-04-16,32,CE,,23,state,2412,26.2542,121,135,11,0.056,9187103,False,False
202016,2020-04-15,31,CE,,23,state,2291,24.93713,221,124,13,0.0541,9187103,False,False
202016,2020-04-14,30,CE,,23,state,2070,22.53159,135,111,10,0.0536,9187103,False,False
202016,2020-04-13,29,CE,,23,state,1935,21.06213,188,101,25,0.0522,9187103,False,False
202016,2020-04-12,28,CE,,23,state,1747,19.01579,79,76,2,0.0435,9187103,False,False
202015,2020-04-11,27,CE,,23,state,1668,18.15589,110,74,7,0.0444,9187103,False,False
202015,2020-04-10,26,CE,,23,state,1558,16.95856,113,67,10,0.043,9187103,False,False
202015,2020-04-09,25,CE,,23,state,1445,15.72857,51,57,0,0.0394,9187103,False,False
202015,2020-04-08,24,CE,,23,state,1394,15.17344,206,57,17,0.0409,9187103,False,False
202015,2020-04-07,23,CE,,23,state,1188,12.93117,143,40,5,0.0337,9187103,False,False
202015,2020-04-06,22,CE,,23,state,1045,11.37464,85,35,0,0.0335,9187103,False,False
202015,2020-04-05,21,CE,,23,state,960,10.44943,215,35,12,0.0365,9187103,False,False
202014,2020-04-04,20,CE,,23,state,745,8.10919,87,23,1,0.0309,9187103,False,False
202014,2020-04-03,19,CE,,23,state,658,7.16221,95,22,1,0.0334,9187103,False,False
202014,2020-04-02,18,CE,,23,state,563,6.12816,118,21,12,0.0373,9187103,False,False
202014,2020-04-01,17,CE,,23,state,445,4.84375,44,9,2,0.0202,9187103,False,False
202014,2020-03-31,16,CE,,23,state,401,4.36481,19,7,2,0.0175,9187103,False,False
202014,2020-03-30,15,CE,,23,state,382,4.158,23,5,0,0.0131,9187103,False,False
202014,2020-03-29,14,CE,,23,state,359,3.90765,37,5,1,0.0139,9187103,False,False
202013,2020-03-28,13,CE,,23,state,322,3.50491,40,4,1,0.0124,9187103,False,False
202013,2020-03-27,12,CE,,23,state,282,3.06952,45,3,0,0.0106,9187103,False,False
202013,2020-03-26,11,CE,,23,state,237,2.5797,26,3,3,0.0127,9187103,False,False
202013,2020-03-25,10,CE,,23,state,211,2.2967,26,0,0,0.0,9187103,False,False
202013,2020-03-24,9,CE,,23,state,185,2.01369,21,0,0,0.0,9187103,False,False
202013,2020-03-23,8,CE,,23,state,164,1.78511,39,0,0,0.0,9187103,False,False
202013,2020-03-22,7,CE,,23,state,125,1.3606,41,0,0,0.0,9187103,False,False
202012,2020-03-21,6,CE,,23,state,84,0.91433,16,0,0,0.0,9187103,False,False
202012,2020-03-20,5,CE,,23,state,68,0.74017,44,0,0,0.0,9187103,False,False
202012,2020-03-19,4,CE,,23,state,24,0.26124,5,0,0,0.0,9187103,False,False
202012,2020-03-18,3,CE,,23,state,19,0.20681,9,0,0,0.0,9187103,False,False
202012,2020-03-17,2,CE,,23,state,10,0.10885,1,0,0,0.0,9187103,False,False
202012,2020-03-16,1,CE,,23,state,9,0.09796,9,0,0,0.0,9187103,False,False
